transformed_input_for_classification,sarcasm
"Speaker HOWARD: All right, Amy's in charge of pricing and being 75. 
Speaker RAJ: Hey, Penny, can you give me a hand with this? 
Speaker PENNY: Sure. Aw, we had one of these growing up. I used to play all the time. 
Speaker RAJ: Oh, yeah? I love Ping-Pong. 
Speaker PENNY: Oh, I meant beer pong. 
Speaker AMY: I had a table, too, but I didn't have any friends, so all I did was serve. 
Speaker BERNADETTE: You know, you can leave one side up and play against it. 
Speaker AMY: And if I had a friend, they might have told me that.",False
"Speaker PERSON: Yes.
I'm Special Agent Page, FBI. 
Speaker SHELDON: You say you're Special Agent Page, FBI. 
Speaker PERSON: Here's my I.D. 
Speaker SHELDON: And here is my Justice League membership card. But that doesn't prove I know Batman. 
Speaker PERSON: I just want to ask you a few questions about Howard Wolowitz.",False
"Speaker LEONARD: because you no longer wear underpants. 
Speaker SHELDON: The dice giveth and the dice taketh away. 
Speaker PENNY: Is Raj out with Emily again? 
Speaker LEONARD: Yeah, every night for the last month. 
Speaker PENNY: Wow, can't believe he has a girlfriend. 
Speaker SHELDON: Me neither. 
Speaker HOWARD: Here's some other fun news on the Raj/Emily front. He gave her a pair of diamond earrings and leased her a car.",False
"Speaker RACHEL: Okay, well then how about a handshake? Oh God I'm sorry! Oh God, I'm sorry! 
Speaker RACHEL: I did not mean to touch that,I mean",False
"Speaker PERSON: I remember when we first got engaged. 
Speaker CHANDLER: Oh, I don't think I ever heard that story. 
Speaker PERSON: Well, I'd gotten Judy pregnant. I still don't know how that happened.",True
"Speaker MONICA: Rachel, I have not missed one question the whole game. I own this game! Look at my hand. 
Speaker RACHEL: Why? Do you have the answers written on there? 
Speaker MONICA: No! Steady as a rock! Now, are you with me. 
Speaker RACHEL: All right, let's do it.",False
"Speaker BERNADETTE: Um, no. 
Speaker AMY: You should get one. 
Speaker BERNADETTE: What's that? 
Speaker AMY: It appears to be something preserved between two pieces of acrylic. 
Speaker PENNY: Oh, it's a snowflake from the North Pole. Leonard gave it to me last year. 
Speaker BERNADETTE: Oh, God, that is so romantic. 
Speaker PENNY: Yeah, it was. 
Speaker BERNADETTE: Leonard's really one of a kind. 
Speaker AMY: Saying that while holding a snowflake is a bit heavy-handed, don't you think?",True
"Speaker SHELDON: (thermometer beeps) 102.2.
(coughs) 
Speaker SHELDON: Exactly what it was half an hour ago. It's like you're not even trying to get better.",True
"Speaker CHANDLER: No, no, you're right, it is a ridiculous name! 
Speaker JOEY: It's not that bad. 
Speaker CHANDLER: Yes it is! From now on, I have no first name. 
Speaker JOEY: So, you're just Bing?",False
"Speaker ROSS: Where'd you get fruit at four in the morning? 
Speaker MONICA: Went down to the docks. Bet ya didn't know you could get it wholesale. 
Speaker RACHEL: I didn't know there were docks. 
Speaker JOEY: Hey.",False
"Speaker HOWARD: Unlike you, I can actually talk to women when I'm sober. 
Speaker RAJ: You fail to take into account that even mute, I am foreign and exotic, while you, on the other hand, are frail and pasty. 
Speaker HOWARD: You know the old saying, ""Pasty and frail never fail."" 
Speaker LEONARD: Excuse me, but what about me? Why don't I get a shot?",False
"Speaker HOWARD: Yeah, well, Bernadette's a little under the weather and my mom's kind of under my dentist. 
Speaker RAJ: Wait, your, your mother is sleeping with your dentist? 
Speaker HOWARD: Former dentist.
I need a new one now that I know where his hands have been. 
Speaker RAJ: So you're wandering all around by yourself?
That's not the kind of hero's welcome an astronaut should come home to. 
Speaker HOWARD: It's okay, you know, we space cowboys don't do what we do for glory and fame. We leave that to your rock stars and your athletes and your Howie Mandels.",False
"Speaker MONICA: Do you always have to bring him here? 
Speaker ROSS: I didn't wanna leave him alone. Alright? 
Speaker ROSS: We- we had our first fight this morning.",False
"Speaker SOPHIA: Probably just misses her mother. 
Speaker SOPHIA: It needs to hear a feminine voice. 
Speaker DOROTHY: What was I doing? My ben gazara in person?",True
"Speaker PERSON: Thanks so much for helping me. 
Speaker LEONARD: Thank you so much for giving me the opportunity to help.",False
"Speaker JOEY: Where the hell have you been? 
Speaker CHANDLER: I was making a coconut phone with a professor.",True
"Speaker LEONARD: I don't think I can go to the North Pole. 
Speaker SHELDON: I know you're concerned about disappointing me but I want you to take comfort from the knowledge that my expectations of you are very low. 
Speaker LEONARD: Yeah, that's very comforting. 
Speaker SHELDON: Comforting is a part of leadership.
It's not a part I care for, but such is my burden. 
Speaker LEONARD: Terrific, it's just that... I don't think Penny wants me to go.",False
"Speaker RACHEL: Where's Chandler? 
Speaker PHOEBE: Oh, he needed some time to grieve. 
Speaker CHANDLER: I'm free! I'm free! 
Speaker PHOEBE: That oughta do it.",False
"Speaker SHELDON: This is Dr. Sheldon Cooper. 
Speaker SHELDON: Yeah, I need to cancel my membership to the planetarium. 
Speaker SHELDON: Well, I'm sorry, too, but there's just no room for you in my wallet.",True
"Speaker JOEY: Helo! Anybody in there order a celebrity? 
Speaker PERSON: What was that? 
Speaker CHANDLER: Oh he is just a crazy guy who roams the halls here. He is great with kids though! 
Speaker PERSON: Is he alright out there by himself? 
Speaker CHANDLER: Oh yeah he has a caretaker his older brother, Ernie. You can't make this stuff up!",False
"Speaker PHOEBE: It's just y'know, been a couple of hours, and she hasn't called. Not that I even care, y'know. 
Speaker MONICA: Phoebe why don't you just call her? You obviously want to. 
Speaker PHOEBE: You think you know me so well. 
Speaker MONICA: Well, don't  'cha wanna?",False
"Speaker RACHEL: I know. I know. I panicked, I panicked. I didn't want him to start yelling at me like I was some '74 Latour. 
Speaker PHOEBE: It's Lafite. The '74 Latour is actually drinking quite nicely. 
Speaker RACHEL: All right here he comes. I'm gonna do this, I'm gonna tell him, I'm gonna be strong. 
Speaker PERSON: I just called a friend of mine.",False
"Speaker SHELDON: There are some charts in the back where I kept track of shape, color and consistency. 
Speaker PENNY: Disgusting. 
Speaker LEONARD: No, what's disgusting is he's still keeping track. 
Speaker PENNY: Why do you need all this stuff...? 
Speaker LEONARD: No, no, no, no... Sorry! 
Speaker SHELDON: I am glad you asked. 
Speaker SHELDON: Yeah, are you familiar with the Higgs boson? 
Speaker PENNY: Of course, it is... it's been in the news. And it's a very famous boson.",False
"Speaker PHOEBE: You guys make a 
Speaker JOEY: Yeah, we look great together. 
Speaker CHANDLER: Okay. 
Speaker MONICA: Wow! Imagine what our kids would look like!",False
"Speaker HOWARD: Hold that thought. 
Speaker HOWARD: Hello? 
Speaker AMY: How can I make this up to you? 
Speaker PENNY: The answer's in this puzzle box. 
Let's see if you can open it. 
Speaker BERNADETTE: You could have at least warned him about the furniture. 
Speaker RAJ: That's what I said when we moved it. 
Speaker BERNADETTE: You helped him?! 
Speaker RAJ: No, Stuart picked out those throw pillows all on his own.",True
"Speaker PENNY: You mean when he was little. 
Speaker PERSON: Not as little as you'd want him to be. 
Speaker PENNY: You know, this stuff is horrible.
You want to see if we can find the cafeteria and get real coffee? Sure. 
Speaker PERSON: We're going to the cafeteria to get some coffee. 
You want anything? 
Speaker LEONARD: I'm fine. 
Speaker RAJ: That's nice that they're getting along. 
Speaker RAJ: Your girlfriend and your ex-girlfriend are hanging out together? Oh, yeah, that can only be good for you.",True
"Speaker LEONARD: You'll never guess who they got to replace you at work. 
Speaker SHELDON: Okay, I know what you're doing. 
Speaker LEONARD: Really? 
Speaker SHELDON: Yes, you're using chocolates as positive reinforcement for what you consider correct behaviour.
Very Good. 
Speaker LEONARD: - Chocolate? - No, I don't want any chocolate!",False
"Speaker RACHEL: What if you could keep the apartment and get the tickets. 
Speaker JOEY: Done 
Speaker RACHEL: Let me finish, talking about a bet, winner takes all 
Speaker JOEY: We could end up with nothing. 
Speaker PHOEBE: Or you could end up with everything 
Speaker JOEY: I like that! 
Speaker MONICA: So what do you say? 
Speaker CHANDLER: No 
Speaker MONICA: Just do it! 
Speaker CHANDLER: Oh Oh, I am convinced!",True
"Speaker PHOEBE: And there's five hundred extra dollars in my account. 
Speaker CHANDLER: Oh! Satan's minions at work again?",True
"Speaker LEONARD: Do you really need the Honorary Justice League of American membership card? 
Speaker SHELDON: It's been in every wallet I've owned since I was five. 
Speaker LEONARD: Why? 
Speaker SHELDON: It says, ""Keep this on your person at all times."" 
Speaker SHELDON: It's right here under Batman's signature. 
Speaker RAJ: and this is Leonard and Sheldon's apartment. 
Speaker HOWARD: Guess whose parents just got broadband. 
Speaker RAJ: Leonard, may I present, live from New Delhi, Dr. and Mrs. V. M. Koothrappali.",False
"Speaker AMY: If I were going to Hawaii, I'd spend all my time at the Keck Observatory.
Did you know that the telescopes there have better resolution than the Hubble? 
Speaker PENNY: Really?
Want to go to Hawaii? 
Speaker SHELDON: Ladies?
Ladies...
Ladies? 
Speaker PENNY: Come in. 
Speaker SHELDON: Ladies. 
Speaker PENNY: What's up? 
Speaker SHELDON: As you may know, I've been experimenting with elevated anxiety levels, and I thought, what better way to increase my discomfort than to subject myself to an evening of tasteless uncensored crotch talk?",False
"Speaker HOWARD: And I love that you're strong and independent. 
Speaker BERNADETTE: And yet, I still love when you hold a door for me. 
Speaker HOWARD: I love that I'm kind of a slob around here, and...
you're okay with that. 
Speaker BERNADETTE: Uh-huh. 
Speaker BERNADETTE: And I love that I work and do all the cleaning, and you're okay with that.",True
"Speaker PENNY: Yeah, I'm saying, it'd be easier to lift a car. 
Speaker HOWARD: What can I tell you? After I found the courage to put her pants back on, I was unstoppable. 
Speaker LEONARD: So, how is she? 
Speaker HOWARD: They're running tests-- I don't know. 
Speaker HOWARD: It may have been a heart attack or heart-attack-like event. 
Speaker PENNY: What's the difference? 
Speaker SHELDON: A heart-attack-like event 
Speaker SHELDON: is an event that's like a heart attack.",True
"Speaker PHOEBE: Come on, no peeking! 
Speaker CHANDLER: Our eyes are closed and we're about to cross the street. Very good. 
Speaker PHOEBE: Okayyyyy, open up! 
Speaker ROSS: What did you want to show us? Because all I can see is this bitchin van",False
"Speaker HOWARD: A gallant man would defend his fiance for being called a urethra. 
Speaker LEONARD: Can we please change the subject? 
Speaker RAJ: Well, that didn't go your way. 
Speaker PENNY: Dr. Lorvis, what are you doing here? 
Speaker PERSON: Uh, well, actually I came to see you. 
Speaker PENNY: Really? Why? 
Speaker LEONARD: Ah, that's a good question. Apparently someone was being awfully flirty while not wearing their engagement ring, causing another someone to show up here thinking the first someone might be available.",True
"Speaker PENNY: Hey, how are things going with your parents? 
Speaker RAJ: Not great. They hired divorce attorneys. 
Speaker SHELDON: You know, speaking of attorneys, if I ever needed a lawyer, I would not hire She-Hulk. 
Speaker PENNY: You know what? That was almost on topic. I'm gonna say, ""Good job, Sheldon.""",True
"Speaker PERSON: Hey, you guys the water is great. You should really go in! 
Speaker CHANDLER: Oh, uh, no thanks. I just had an M&M.",True
"Speaker LEONARD: The surf and turf sounds good.
See if they corn on the cob. 
Speaker BERNADETTE: Guys!
We're trying to get him out of here, not you in. 
Speaker RAJ: You're wasting your time.
Just please, leave me alone. 
Speaker HOWARD: Now what? 
Speaker LEONARD: I don't know. 
Speaker BERNADETTE: We could go to Red Lobster and talk about it. We're all thinking it. I just had the decency to wait for him to leave.",False
"Speaker RAJ: I think we're fitting in quite nicely. 
Speaker HOWARD: It'd help if you weren't drinking light beer. 
Speaker RAJ: What's so gothic about vodka and cranberry juice? 
Speaker HOWARD: Hello? It looks like blood. 
Speaker HOWARD: Did you even read the ""Wiki how"" link I sent you on being Goth? 
Speaker RAJ: No, I'm behind on my Wiki-reading. I'm kind of on a John Grisham kick right now.",False
"Speaker PHOEBE: You know whats sadder than this? Bambi. I cried for three days with that movie. No wait two, cause on the thrid day my mother killed herself, so I was partly crying for that. 
Speaker CHANDLER: See now that I see crying over, but Bambi, is a cartoon.",True
"Speaker SHELDON: Or pick out his career for him without knowing his aptitude. Or pick out a new breakfast cereal without knowing his fiber requirements. 
Speaker SHELDON: Or his feelings about little marshmallows. 
Speaker PENNY: Spider-Man. Get him Spider-Man. 
Speaker SHELDON: Amazing Spider-Man, Ultimate Spider-Man, Spectacular Spider-Man, The Marvelous Adventures of Spider-Man, Spider-Man 2099? 
Speaker PENNY: You know this can go on all night. 
Speaker LEONARD: You know this can go on all night. Why don't you just come with us?",False
"Speaker CHANDLER: Still upset because I saw her boobies. 
Speaker ROSS: Well what? What were you doing seeing her boobies? 
Speaker CHANDLER: It was an accident. Not like I was across the street with a telescope and a box of donuts.",True
"Speaker RACHEL: This one's from Joey, feels like a book, think itÕs a book. And itÕs a book! 
Speaker PHOEBE: Oh its Dr. Suse. 
Speaker JOEY: That book got me through some tough times 
Speaker PERSON: There is a little child inside this man. 
Speaker CHANDLER: Yes, the doctor's say if they remove it, he will die!",True
"Speaker CHANDLER: Oh, uh, I... don't... care. Ok, now, remember, no trading. You get the pretty one, I get the mess. 
Speaker PERSON: Hi, Joey. Well well, look what you brought. Very nice.",False
"Speaker SHELDON: It was a compromise. I lost. 
Speaker RAJ: Can you believe Stuart's walking around taking credit for this party? 
Speaker HOWARD: Who cares? 
Speaker RAJ: What do you mean ""who cares""? Look at what I pulled off here.
The deejay's on fire, there's a Tardis photo booth in the back room, and, oh, my God, the food! 
Speaker RAJ: Stuart wanted Kraft Draculoni and cheese. 
Speaker HOWARD: You're right, the party's fantastic. Please, tell me more. I haven't heard enough about it all week because hearing about that never gets old!",True
"Speaker RACHEL: Hi. Look um, about what happened earlier... 
Speaker ROSS: No, hey, well, I-I completely understand. You were, you were stressed. 
Speaker RACHEL: I was gonna give you a chance to apologise to me. 
Speaker ROSS: For what? For letting you throw me out of your office?",True
"Speaker JOEY: Very life-like and funny. Okay. Oh no-no-no, I wasn't waving at you lady. 
Speaker JOEY: Whoa, maybe I was!",False
"Speaker MONICA: Ahh! Aren't you dressed yet? 
Speaker CHANDLER: Am I naked again?! 
Speaker MONICA: We're supposed to meet my parents in 15 minutes. 
Speaker CHANDLER: Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?",True
"Speaker PERSON: What are you doing here? 
Speaker SHELDON: Hang on. 130 over 80. It's a little high. 
Speaker SHELDON: We can attribute that to the stress of sneaking past the security desk. 
Speaker PERSON: Where did you get the stethoscope and the blood pressure cuff? 
Speaker SHELDON: My aunt Marion gave them to me for my 12th birthday.",False
"Speaker MONICA: Honey the Miami vice sound track? 
Speaker MONICA: Really?",False
"Speaker JOEY: That's the rule. 
Speaker CHANDLER: What rule? There's no rule, if anything, you owe me a table! 
Speaker JOEY: How'd you get to that? 
Speaker CHANDLER: Well, I believe the piece of furniture was fine until your little breakfast adventure with Angela Delvecchio",False
"Speaker DOROTHY: The only thing we have in common is under the sheets 
Speaker ROSE: Whats under the sheets? 
Speaker DOROTHY: His cappucino maker.",True
"Speaker BERNADETTE: So, what happens next? 
Speaker RAJ: I can't tell you that.
But perhaps the killer dropped a fun and imaginative clue somewhere in the apartment. 
Speaker PENNY: Ooh, I'm gonna check the fridge, and see if there are any clues inside a beer.",True
"Speaker HOWARD: and she makes me Froot Loops. 
Speaker PERSON1: Go with gay story, people are more accepting of that. 
Speaker PERSON2: Actually, Froot Loops just got married to a girl. 
Speaker PERSON1: Congratulations. 
Speaker HOWARD: Thanks, we decided to do it before the launch. 
Speaker PERSON1: You and Mrs. Loops have a big wedding? 
Speaker HOWARD: Not exactly. Listen, if you don't mind, I'm not really up for chatting. I'm just going to sit here quietly and let my life flash before my eyes.",False
"Speaker JOEY: It's gonna be worth it. It's a known fact that women love babies, all right? Women love guys who love babies. 
Speaker JOEY: It's that whole sensitive thing.",False
"Speaker CHANDLER: No you can't. You don't want to be guys, you'd be all hairy and wouldn't live as long. 
Speaker PHOEBE: Y'know you, you just stop being such a wuss and get those off and you come with us and watch naked girls dance around!!",False
"Speaker SCOTT: I am having a bit of trouble telling when people are sarcastic. 
Speaker MEMBER-BOY: Noooo. Really?",True
"Speaker CHANDLER: Oh you've got to be kidding me. 
Speaker MONICA: What? 
Speaker PERSON: As a wedding gift to you, the hotel would like to give you the honeymoon suite. 
Speaker MONICA: No!! You have been screwing us all day!",False
"Speaker PERSON: Will you get me a white zinfandel and glass of red for Janice. 
Speaker CHANDLER: Janice? Janice?",True
"Speaker MONICA: Okay, Mr. Heckles, we'll try to keep it down. 
Speaker PERSON: Thank you. I'm going to rejoin my dinner party. 
Speaker RACHEL: All right, bye-bye. 
Speaker CHANDLER: Okay, Janice. Janice. You gotta give me Janice. That wasn't about being picky.",False
"Speaker PERSON: Ooh.
He was so happy after he passed it, he gave me a Terminator. 
Speaker LEONARD: That is amazing.
How long have you been collecting? 
Speaker PERSON: Ever since I was a kid, but, uh, I didn't really get serious until William Shatner's bladder infection. 
Speaker SHELDON: What'd you get? What'd you get? 
Speaker PERSON: Well, he said it was a tribble. It could be a toupee, but either way, it's pretty cool.",False
"Speaker JOEY: Whoa! 
Speaker CHANDLER: See Joe that's why your parents told you not to jump on your bed!",False
"Speaker DOROTHY: Just keep thinking about Ma and whose mother she really is. 
Speaker ROSE: You worried she might be Gina's? 
Speaker DOROTHY: No I am worried she might be Phir Resuda's",True
"Speaker CHANDLER: Hey Ross I was wondering. 
Speaker CHANDLER: Oh my god, where are all the men?",False
"Speaker JOEY: Look out! You almost crushed my hat 
Speaker ROSS: Sorry 
Speaker CHANDLER: And the bunny got away!",True
"Speaker MONICA: Yeah, Ross is great. He's uh, he's in a whole other place. No, he's gone. 
Speaker MONICA: No no, you don't have to fly back, really.",False
"Speaker PENNY: What time is it? 
Speaker LEONARD: It's 7:00 a.m. I'm sorry it's early, but we're leaving soon, and I needed to talk to you. 
Speaker LEONARD: What did you mean when you said you were going to miss me?",False
"Speaker LEONARD: This isn't so bad. 
Speaker SHELDON: That's easy for you to say. 
Your chair's not facing the lingerie section. 
Speaker SHELDON: Boy, that's a lot of panties. 
Speaker AMY: You guys comfy? This might take a while. 
Speaker SHELDON: You know, I don't understand why women insist on making a big production out of buying clothes. 
Speaker PENNY: No, you're right, we should do what you do. Have our mom send us pants from the Walmart in Houston.",True
"Speaker MONICA: Can you give me a closer look so that I can see the price? 
Speaker CHANDLER: I can see it from right here. It'll cost you one husband.",True
"Speaker PENNY: Awkward silence. Sheldon on his phone.
No touching. Somebody's having date night. 
Speaker AMY: It's actually steamier than it looks.
Sheldon's looking up the phallic symbolism of root vegetables in Renaissance paintings. 
Speaker SHELDON: Oh, no, I got bored with that.
I'm just browsing cuticle scissors on Amazon. 
Speaker PENNY: How do you not tear off his clothes and take him right here on this table?",True
"Speaker PERSON1: (chimes) Wisten to me.
Not westauwant; westauwant. 
Speaker PERSON2: (chimes) I don't know what you mean by ""not westauwant; westauwant."" 
Speaker PERSON1: See? Total cwap.
You suck, Siwi. 
Speaker RAJ: Hey, don't talk to her like that. 
She's a lady. 
Speaker PERSON1: Well, that wady took high-wes pictures of my junk wast night for Cwaigswist.",False
"Speaker HOWARD: So nice you could join me this evening. 
Speaker HOWARD: You're looking lovely as always. 
Speaker PERSON: Thanks, Howard.  Always nice to be part of your masturbatory fantasies. 
Speaker HOWARD: Come on, Katee. Don't make it sound so cheap. 
Speaker PERSON: I'm sorry, fiddling with yourself in the bathtub is a real class act.",True
"Speaker PHOEBE: Listen, I'm sorry about that whole thing with Roger. It really wasn't right, and I, and I want to make it up to you, so umm, I brought you something that I think you'll really enjoy. Now, this is just a loan. 
Speaker PHOEBE: Okay?",False
"Speaker MODERATOR: Scott scott come back. You have to realize that we are a bunch of people with severe problems. 
Speaker MODERATOR: We have been trying to help ourselves, just like you have been trying to help yourself. 
Speaker MODERATOR: That's why we need to help each other. 
Speaker MODERATOR: I mean, you seem like a decent guy. 
Speaker MODERATOR: And I am sure every person here really really wants you to join our group.",True
"Speaker RAJ: Stupid Aquaman. 
Speaker LEONARD: If it makes you feel any better, when I was dating Penny, she used to flip out on me all the time. 
Speaker PERSON: Whoa. You dated Penny? 
Speaker LEONARD: She didn't tell you? 
Speaker PERSON: She told me she dated a guy named Leonard. 
Speaker PERSON: Who would have thought it was you? 
Speaker LEONARD: Who else would it be? 
Speaker PERSON: I don't know. Somebody bigger and... Yeah, sure. Why not you?",True
"Speaker LEONARD: How do I look? 
Speaker SHELDON: Could you be more specific? 
Speaker LEONARD: Can you tell I'm perspiring a little? 
Speaker SHELDON: No. The dark crescent-shaped patterns under your arms conceal it nicely.",True
"Speaker MONICA: Go over to her. She's not with anyone. 
Speaker CHANDLER: Oh yeah right. And what would my opening line be? Excuse me",True
"Speaker PHOEBE: That's a good one. Mine is to pilot a commercial jet. 
Speaker CHANDLER: ThatÕs a good one too Pheebs, now all that I have to do is find a plane load of people whose resolution is to plummet to their deaths",True
"Speaker CHANDLER: How old is that sock!. If I had a sock on my hand for thirty years, it would be talking too. 
Speaker ROSS: Okay, I think its time to change somebody's nicotine patch. 
Speaker CHANDLER: Joey ate my last stick of gum, so I killed him. Do you think that was wrong?",True
"Speaker CHANDLER: It was summer. And it was hot. Rachel was there. 
Speaker CHANDLER: A lonely grey couch. "" O look "" cried Ned. And then the kingdom was his. The End.",False
"Speaker MONICA: Yeah??? Oh... Okay, yes, we'll be right, we'll be right down. 
Speaker MONICA: Thank you.",False
"Speaker ROSS: I've had better. 
Speaker JOEY: Okay! When?! 
Speaker ROSS: All right! All right! It was the best nap ever! 
Speaker JOEY: Uh-huh!",False
"Speaker SHELDON: And this is a schematic for a bird-trapping device that will ultimately backfire and cause me physical injury? 
Speaker SHELDON: What I'm doing here is trying to determine when I'm going to die. 
Speaker LEONARD: A lot of people are working on that research. So what is all this?",True
"Speaker LEONARD: Hey, Sheldon. I was up in the administration office, and I happened to overhear the name of the winner of this year's Chancellor's Award for Science. 
Speaker SHELDON: And you want to rub my nose in the fact that my contributions are being overlooked again? 
Speaker SHELDON: I am the William Shatner of theoretical physics. 
Speaker SHELDON: All right, I'll play. What self-important, preening fraud are they honoring this year? 
Speaker LEONARD: Oh, I'm so glad you asked it like that. You.",True
"Speaker ROSE: No more ice-skating 
Speaker ROSE: And I am not gonna go Niagra falls in a barrel. 
Speaker DOROTHY: No Rose, that you should do.",True
"Speaker PERSON: I am not divorced yet. Chandler, you know you just invited me over here for pasta and all of a sudden you are talking about moving in together. I wasn't even that hungry. Its getting really late and I should just umm. 
Speaker CHANDLER: Oh no donÕt go. I have scared you. I have said too much. I am hopeless and awkward and desperate for love.",False
"Speaker LEONARD: Yes, I live with him.
I don't... I-I really don't know why. 
Speaker LEONARD: Tonight? Sure, that'd be great. Okay, I'll see you then. Bye. 
Speaker LEONARD: She wants to have dinner and talk about my research. 
Speaker SHELDON: An entire dinner to talk about your research? Where you going, the drive-thru at Jack in the Box?",True
"Speaker CHANDLER: Anybody know a good tailor? 
Speaker JOEY: You needs some clothes altered? 
Speaker CHANDLER: No, no, I am just looking for a man to draw on me with chalk.",True
"Speaker SCOTT: I finally got to admit it to myself. I have got a sarcasm problem. 
Speaker MODERATOR: Well scott I am sure we are all really really looking forward to hear your story.",True
"Speaker AMY: I enjoyed it. When you told me I was going to be ""losing my virginity,"" I didn't think you meant showing me Raiders of the Lost Ark  for the first time. 
Speaker SHELDON: My apologies. I chose my words poorly.
I should have said you were about to have your world rocked on my couch. 
Speaker SHELDON: Anyway, thank you for watching it.
It's one of my all-time favorites. 
Speaker AMY: It was very entertaining... despite the glaring story problem.",True
"Speaker PHOEBE: So you like the drums! That's, that's great! Y'know, I was worried, that, you know, they would maybe an unbearable living situation. 
Speaker PHOEBE: All right, okay, well, apparently not!",True
"Speaker CHANDLER: Saucy. 
Speaker PERSON: I'll be back in two minutes. 
Speaker CHANDLER: You are going to leave me like this 
Speaker PERSON: Knowing you are here, waiting for me, it is kind of exciting isn't it? 
Speaker CHANDLER: Okay, but if you are not coming back soon, there is pretty much nothing I can do about it",True
"Speaker PHOEBE: Boy do I feel bad 
Speaker MONICA: very bad. 
Speaker PHOEBE: Chandler what are you doing? 
Speaker MONICA: Chandler? 
Speaker CHANDLER: Actually I yesterday I was smoking again. Today I am smoking still.",True
"Speaker DOROTHY: No rose. 
Speaker ROSE: Are you upset because Blanche is going to sell the house and we can't live together. 
Speaker DOROTHY: No I am upset because Joe Piscapo didn't get the lead role in rain man.",True
"Speaker SHELDON: Hello. 
Speaker PENNY: Hello 
Speaker SHELDON: Alright dispense with the friendlt banter 
Speaker SHELDON: I believe you know why I'm here. 
Speaker PENNY: Well, I always figured it was to study us, discover our weaknesses, and report back to your alien overlords.",True
"Speaker PHOEBE: No, no! 
Speaker MONICA: Give it to me! 
Speaker PHOEBE: You can't have it. 
Speaker MONICA: Give it to me! 
Speaker PHOEBE: No",False
"Speaker RACHEL: Okay. Let's use this brush. 
Speaker ROSS: Okay. This stuff? 
Speaker RACHEL: Yeah. 
Speaker ROSS: All right.",False
"Speaker CHANDLER: I can't take it anymore. So you win, okay? Here! 
Speaker CHANDLER: Pheebs?",False
"Speaker MONICA: Well Joey, we're all .. we're all very proud of you. 
Speaker CHANDLER: Yes, I believe we can expect a call from the President any moment now. 
Speaker PHOEBE: Is there anything we can do for you? 
Speaker JOEY: No just, nobody press on my stomach.",False
"Speaker SHELDON: Red Zinger with one teaspoon of honey. 
Speaker PERSON: Thank you.
Neat<i> Star Trek</i> mug. 
Speaker PERSON: I actually have one of the phasers from the original TV show. 
Speaker HOWARD: Oh, cool.
How'd you get that? 
Speaker PERSON: Oh, easy, Gene Roddenberry needed a vasectomy. 
Speaker SHELDON: Wait a minute.
You've snipped Gene Roddenberry's vas deferens? 
Speaker PERSON: Yes. 
Speaker HOWARD: Wow, he really went where no man has gone before.",False
"Speaker LEONARD: No, that was a different, different guy. 
Speaker SHELDON: Was he the one who used your head to open a nut? 
Speaker SHELDON: Oh, oh, oh. 
Speaker SHELDON: Was he the one who made you eat your arm hair? 
Speaker LEONARD: No, but, actually, that was this guy's sister. 
Speaker PENNY: All right, well, what do you think he wants? 
Speaker LEONARD: I don't know. 
Speaker SHELDON: You know, the holidays are just around the corner. Maybe he wants to see if he can lodge the other testicle up there.",True
"Speaker PENNY: Alright, want some French toast? 
Speaker SHELDON: It's oatmeal day. 
Speaker PENNY: Tell you what, next French toast day, I'll make you oatmeal. 
Speaker SHELDON: Dear Lord, are you still going to be here on French toast day? 
Speaker LEONARD: Morning. 
Speaker SHELDON: Look, Leonard, Penny made French toast. 
Speaker LEONARD: Sorry, I haven't given her your schedule yet. 
Speaker SHELDON: It's an iCal download. She can put it right in her phone.",True
"Speaker RACHEL: You guys can pee standing up. 
Speaker CHANDLER: We can? Ok I am trying that.",True
"Speaker PENNY: it's important to the story that my boobs be the last things to turn ape. 
Speaker LEONARD: It's sweet that he thinks there's a story. 
Speaker PENNY: Oh, and there's not even a bathroom on set.
I have to go to the gas station across the street. 
Speaker PENNY: I mean, I was dressed like half an ape and still not even close to the most disgusting person in there. 
Speaker SHELDON: Leonard, I could use your assistance. 
Speaker LEONARD: Sure. What's up? 
Speaker SHELDON: Well, now that I've given up string theory, I'm struggling to find my next area of focus. So, in your professional opinion, which of these areas do you think is the most promising?",False
"Speaker PHOEBE: We couldn't keep our eyes off each other all night and then every once and a while y'know, he'd kinda lean over and stroke my hair and touch my neck. 
Speaker MONICA: Okay, stop it Phoebe, you're getting me all tingly. 
Speaker PHOEBE: All I could think of was y'know, ""Is he gonna kiss me? Is he gonna kiss me?"" 
Speaker MONICA: And did he?",False
"Speaker CHANDLER: Hey! 
Speaker CHANDLER: That monkey has got a Ross on its ass!",True
"Speaker RACHEL: Hey 
Speaker CHANDLER: I am sorry, we donÕt have your sheep.",True
"Speaker HOWARD: after you had a snootful of this, laddie! 
Speaker BERNADETTE: Funny. 
Speaker BERNADETTE: You boys have a nice time? 
Speaker HOWARD: Yeah, it was great. 
Speaker HOWARD: Low-key, like I promised. 
No hanky-panky, no strippers.
Just the guys telling jokes. 
Speaker BERNADETTE: That's nice. 
Speaker HOWARD: How about you? Did you have a fun night? Yeah, we, uh, made gift bags, had wine, and then went online and saw this.",True
